日期,收盘,开盘,高,低,交易量,涨跌幅
2011年11月16日,1755.42 ,1807.20 ,"1,807.78","1,746.77",1.87B,-2.92%
2011年11月15日,1808.18 ,1812.98 ,"1,816.79","1,801.09",1.28B,-0.43%
2011年11月14日,1816.06 ,1795.81 ,"1,820.18","1,792.32",1.55B,2.05%
2011年11月11日,1779.51 ,1785.55 ,"1,792.47","1,773.25",1.17B,-0.13%
2011年11月10日,1781.91 ,1801.06 ,"1,806.33","1,781.15",1.74B,-2.19%
2011年11月9日,1821.76 ,1816.96 ,"1,827.77","1,799.31",1.57B,0.73%
2011年11月8日,1808.61 ,1815.87 ,"1,824.78","1,806.23",1.65B,-0.07%
2011年11月7日,1809.80 ,1822.94 ,"1,831.18","1,807.60",1.48B,-1.20%
2011年11月4日,1831.75 ,1837.83 ,"1,843.95","1,823.57",2.06B,0.70%
2011年11月3日,1819.04 ,1831.14 ,"1,842.77","1,817.84",2.70B,-0.35%
2011年11月2日,1825.45 ,1769.67 ,"1,826.50","1,767.07",2.25B,1.67%
2011年11月1日,1795.39 ,1777.46 ,"1,817.01","1,774.66",1.91B,0.19%
2011年10月31日,1792.05 ,1802.84 ,"1,804.65","1,783.87",1.74B,-0.83%
2011年10月28日,1807.06 ,1800.87 ,"1,827.02","1,796.75",2.99B,1.83%
2011年10月27日,1774.51 ,1770.38 ,"1,779.52","1,765.00",1.71B,0.50%
2011年10月26日,1765.63 ,1744.34 ,"1,784.97","1,742.51",2.70B,0.80%
2011年10月25日,1751.68 ,1726.15 ,"1,758.25","1,714.41",2.24B,1.31%
2011年10月24日,1729.03 ,1683.71 ,"1,732.73","1,677.72",2.11B,3.16%
2011年10月21日,1676.10 ,1675.78 ,"1,691.97","1,670.21",1.24B,0.12%
2011年10月20日,1674.03 ,1698.78 ,"1,702.74","1,660.89",1.54B,-2.04%
2011年10月19日,1708.95 ,1715.15 ,"1,729.23","1,706.56",1.20B,-0.02%
2011年10月18日,1709.28 ,1742.09 ,"1,746.97","1,705.92",1.54B,-2.72%
2011年10月17日,1757.06 ,1748.08 ,"1,770.26","1,744.13",1.40B,0.68%
2011年10月14日,1745.21 ,1741.89 ,"1,749.01","1,726.59",1.35B,-0.10%
2011年10月13日,1746.94 ,1732.07 ,"1,751.29","1,726.78",2.11B,0.55%
2011年10月12日,1737.36 ,1666.80 ,"1,739.32","1,657.35",2.73B,3.70%
2011年10月11日,1675.42 ,1720.15 ,"1,726.43","1,659.73",1.91B,0.36%
2011年10月10日,1669.35 ,1688.41 ,"1,693.16","1,666.10",1.14B,-0.90%
2011年9月30日,1684.50 ,1693.46 ,"1,702.78","1,678.42",1.35B,-0.30%
2011年9月29日,1689.54 ,1684.82 ,"1,703.83","1,679.20",1.35B,-0.37%
2011年9月28日,1695.84 ,1722.61 ,"1,725.97","1,690.84",1.22B,-0.89%
2011年9月27日,1710.99 ,1708.00 ,"1,721.16","1,697.27",1.32B,1.25%
2011年9月26日,1689.93 ,1724.03 ,"1,743.79","1,684.84",1.60B,-2.90%
2011年9月23日,1740.32 ,1726.32 ,"1,748.26","1,714.21",1.72B,-0.59%
2011年9月22日,1750.61 ,1790.70 ,"1,797.34","1,749.68",1.74B,-3.19%
2011年9月21日,1808.37 ,1758.74 ,"1,814.55","1,749.38",2.06B,2.89%
2011年9月20日,1757.64 ,1748.20 ,"1,766.06","1,740.91",960.40M,0.45%
2011年9月19日,1749.70 ,1772.29 ,"1,772.29","1,749.22",1.12B,-1.97%
2011年9月16日,1784.93 ,1790.31 ,"1,798.01","1,778.85",1.06B,0.29%
2011年9月15日,1779.68 ,1787.09 ,"1,799.11","1,779.32",1.27B,-0.42%
2011年9月14日,1787.12 ,1789.87 ,"1,792.99","1,753.56",1.25B,0.22%
2011年9月13日,1783.18 ,1775.22 ,"1,787.73","1,768.88",1.10B,-0.99%
2011年9月9日,1800.93 ,1809.51 ,"1,827.47","1,791.90",1.10B,0.06%
2011年9月8日,1799.78 ,1820.11 ,"1,820.42","1,798.99",888.30M,-0.78%
2011年9月7日,1813.86 ,1787.09 ,"1,816.15","1,781.79",1.26B,1.93%
2011年9月6日,1779.52 ,1776.81 ,"1,789.03","1,770.37",1.21B,-0.39%
2011年9月5日,1786.46 ,1805.88 ,"1,805.88","1,783.95",1.28B,-1.88%
2011年9月2日,1820.68 ,1836.20 ,"1,841.75","1,811.27",1.14B,-1.07%
2011年9月1日,1840.37 ,1845.46 ,"1,859.82","1,834.70",1.19B,-0.06%
2011年8月31日,1841.54 ,1836.98 ,"1,847.58","1,826.71",1.20B,0.35%
2011年8月30日,1835.07 ,1850.99 ,"1,871.64","1,831.43",1.67B,-0.10%
2011年8月29日,1836.88 ,1856.74 ,"1,856.74","1,833.61",1.77B,-2.10%
2011年8月26日,1876.33 ,1867.32 ,"1,879.61","1,858.33",1.80B,-0.11%
2011年8月25日,1878.48 ,1813.09 ,"1,878.68","1,811.36",3.31B,3.97%
2011年8月24日,1806.79 ,1828.04 ,"1,832.24","1,802.45",1.29B,-0.79%
2011年8月23日,1821.19 ,1797.19 ,"1,821.44","1,788.08",1.27B,1.73%
2011年8月22日,1790.14 ,1808.06 ,"1,820.52","1,782.97",1.24B,-0.89%
2011年8月19日,1806.28 ,1798.81 ,"1,811.87","1,792.46",1.68B,-1.02%
2011年8月18日,1824.86 ,1861.29 ,"1,863.29","1,822.19",1.38B,-1.80%
2011年8月17日,1858.30 ,1863.17 ,"1,873.35","1,855.28",1.28B,-0.25%
2011年8月16日,1862.89 ,1873.00 ,"1,886.23","1,856.97",1.82B,-0.51%
2011年8月15日,1872.39 ,1842.13 ,"1,872.79","1,831.98",1.88B,1.86%
2011年8月12日,1838.16 ,1848.13 ,"1,850.00","1,833.89",1.69B,-0.12%
2011年8月11日,1840.29 ,1789.96 ,"1,843.14","1,789.23",2.10B,1.41%
2011年8月10日,1814.67 ,1832.09 ,"1,837.42","1,810.45",2.23B,0.71%
2011年8月9日,1801.82 ,1752.74 ,"1,810.86","1,741.10",2.90B,0.41%
2011年8月8日,1794.43 ,1832.66 ,"1,848.51","1,769.99",2.86B,-3.01%
2011年8月5日,1850.14 ,1849.90 ,"1,863.63","1,841.01",1.82B,-2.39%
2011年8月4日,1895.43 ,1898.45 ,"1,911.51","1,890.91",1.00B,0.13%
2011年8月3日,1893.00 ,1879.82 ,"1,901.71","1,877.49",1.27B,-0.07%
2011年8月2日,1894.32 ,1897.20 ,"1,897.20","1,874.56",1.25B,-0.82%
2011年8月1日,1909.95 ,1905.90 ,"1,919.88","1,898.37",1.22B,0.09%
2011年7月29日,1908.21 ,1901.95 ,"1,926.19","1,885.62",1.85B,0.42%
2011年7月28日,1900.22 ,1902.93 ,"1,906.67","1,886.90",1.72B,-0.97%
2011年7月27日,1918.79 ,1905.04 ,"1,920.32","1,899.20",1.72B,0.24%
2011年7月26日,1914.15 ,1909.33 ,"1,919.61","1,904.56",1.41B,0.23%
2011年7月25日,1909.81 ,1954.32 ,"1,955.19","1,904.45",2.45B,-2.80%
2011年7月22日,1964.83 ,1966.12 ,"1,974.49","1,959.76",1.29B,0.18%
2011年7月21日,1961.30 ,1984.75 ,"1,989.42","1,959.85",1.63B,-1.13%
2011年7月20日,1983.67 ,1999.84 ,"2,002.20","1,974.37",1.59B,-0.23%
2011年7月19日,1988.30 ,1994.38 ,"1,997.52","1,983.96",1.89B,-0.73%
2011年7月18日,2002.83 ,2013.46 ,"2,014.71","1,996.78",1.92B,-0.46%
2011年7月15日,2012.03 ,1998.58 ,"2,014.25","1,992.20",2.08B,0.31%
2011年7月14日,2005.75 ,2002.46 ,"2,012.39","1,992.82",2.24B,0.37%
2011年7月13日,1998.41 ,1973.08 ,"2,003.81","1,973.08",2.02B,1.54%
2011年7月12日,1968.08 ,1994.94 ,"1,994.94","1,966.47",1.96B,-2.12%
2011年7月11日,2010.69 ,2006.07 ,"2,015.50","1,996.02",1.57B,-0.20%
2011年7月8日,2014.73 ,2010.52 ,"2,026.11","2,002.25",1.96B,0.43%
2011年7月7日,2006.14 ,2030.04 ,"2,038.12","2,005.44",2.76B,-0.55%
2011年7月6日,2017.17 ,2025.40 ,"2,025.40","1,997.99",2.23B,-0.61%
2011年7月5日,2029.62 ,2034.81 ,"2,040.09","2,018.53",2.41B,-0.21%
2011年7月4日,2033.85 ,1996.25 ,"2,035.75","1,996.25",2.85B,2.41%
2011年7月1日,1986.03 ,1994.09 ,"2,002.04","1,978.46",2.03B,-0.17%
2011年6月30日,1989.43 ,1965.06 ,"2,003.64","1,965.06",2.21B,1.46%
2011年6月29日,1960.77 ,1991.47 ,"1,992.00","1,959.56",2.05B,-1.65%
2011年6月28日,1993.72 ,1996.23 ,"1,998.56","1,975.63",1.74B,-0.04%
2011年6月27日,1994.58 ,1994.99 ,"2,007.78","1,984.90",2.05B,-0.14%
2011年6月24日,1997.30 ,1940.09 ,"2,009.96","1,938.33",3.12B,2.38%
2011年6月23日,1950.87 ,1916.97 ,"1,956.75","1,911.84",1.64B,1.42%
2011年6月22日,1923.56 ,1927.11 ,"1,932.55","1,913.72",1.38B,-0.01%
2011年6月21日,1923.82 ,1910.50 ,"1,925.15","1,906.80",1.56B,1.00%
2011年6月20日,1904.80 ,1910.28 ,"1,915.54","1,896.98",1.52B,-0.40%
2011年6月17日,1912.38 ,1926.44 ,"1,935.57","1,910.99",1.50B,-0.76%
2011年6月16日,1927.05 ,1938.99 ,"1,942.81","1,925.98",1.35B,-1.28%
2011年6月15日,1952.08 ,1963.98 ,"1,971.24","1,951.28",1.46B,-0.91%
2011年6月14日,1970.10 ,1944.23 ,"1,977.13","1,939.47",2.16B,1.25%
2011年6月13日,1945.72 ,1936.05 ,"1,950.31","1,924.94",1.32B,-0.27%
2011年6月10日,1951.03 ,1945.11 ,"1,953.90","1,930.34",1.33B,0.16%
2011年6月9日,1947.88 ,1974.11 ,"1,977.51","1,947.58",1.49B,-1.66%
2011年6月8日,1980.67 ,1985.06 ,"1,985.06","1,956.31",1.39B,-0.19%
2011年6月7日,1984.45 ,1968.17 ,"1,986.12","1,965.21",1.11B,0.48%
2011年6月3日,1974.95 ,1959.04 ,"1,978.99","1,958.30",1.32B,0.61%
2011年6月2日,1963.05 ,1982.85 ,"1,991.90","1,943.97",2.23B,-1.98%
2011年6月1日,2002.66 ,2005.00 ,"2,007.09","1,997.88",1.35B,-0.39%
2011年5月31日,2010.56 ,1983.16 ,"2,011.31","1,977.90",1.40B,1.51%
2011年5月30日,1980.74 ,1974.53 ,"1,993.79","1,968.30",1.32B,0.20%
2011年5月27日,1976.69 ,1976.65 ,"1,993.70","1,973.48",1.50B,0.12%
2011年5月26日,1974.33 ,1985.57 ,"1,990.76","1,972.47",1.19B,0.16%
2011年5月25日,1971.10 ,1993.10 ,"1,997.44","1,969.74",1.39B,-1.21%
2011年5月24日,1995.27 ,1989.83 ,"1,999.39","1,986.33",1.36B,0.11%
2011年5月23日,1993.07 ,2047.77 ,"2,047.77","1,990.86",1.98B,-2.90%
2011年5月20日,2052.54 ,2046.07 ,"2,059.69","2,043.92",1.21B,0.31%
2011年5月19日,2046.11 ,2059.66 ,"2,065.96","2,043.66",1.26B,-0.37%
2011年5月18日,2053.64 ,2029.26 ,"2,059.16","2,026.72",1.35B,0.98%
2011年5月17日,2033.78 ,2018.30 ,"2,049.81","2,009.56",1.57B,0.71%
2011年5月16日,2019.54 ,2036.32 ,"2,047.48","2,017.91",1.40B,-1.16%
2011年5月13日,2043.26 ,2024.38 ,"2,043.98","2,012.38",1.72B,1.09%
2011年5月12日,2021.28 ,2035.24 ,"2,044.59","2,020.42",1.39B,-1.32%
2011年5月11日,2048.34 ,2056.74 ,"2,062.90","2,041.07",1.36B,-0.45%
2011年5月10日,2057.67 ,2040.69 ,"2,058.19","2,033.47",1.17B,1.03%
2011年5月9日,2036.76 ,2041.35 ,"2,051.99","2,029.48",1.32B,-0.05%
2011年5月6日,2037.75 ,2026.89 ,"2,053.70","2,021.98",1.73B,-0.60%
2011年5月5日,2050.07 ,2045.50 ,"2,056.72","2,036.97",2.10B,-0.32%
2011年5月4日,2056.70 ,2101.63 ,"2,103.28","2,052.90",2.35B,-2.73%
2011年5月3日,2114.42 ,2111.23 ,"2,117.83","2,092.86",1.69B,0.03%
2011年4月29日,2113.87 ,2110.78 ,"2,116.00","2,084.65",2.17B,0.11%
2011年4月28日,2111.49 ,2128.13 ,"2,150.80","2,109.83",2.60B,-0.07%
2011年4月27日,2113.01 ,2127.47 ,"2,138.16","2,101.09",2.32B,-0.25%
2011年4月26日,2118.33 ,2123.06 ,"2,134.94","2,111.58",2.10B,-0.43%
2011年4月25日,2127.46 ,2147.59 ,"2,149.05","2,122.88",2.43B,-1.13%
2011年4月22日,2151.67 ,2161.22 ,"2,169.49","2,145.39",2.16B,-0.42%
2011年4月21日,2160.70 ,2158.22 ,"2,173.16","2,149.91",2.32B,0.77%
2011年4月20日,2144.27 ,2156.08 ,"2,162.11","2,134.84",2.47B,-0.36%
2011年4月19日,2151.96 ,2186.18 ,"2,186.18","2,151.80",2.62B,-2.24%
2011年4月18日,2201.37 ,2192.29 ,"2,214.52","2,186.55",3.02B,0.01%
2011年4月15日,2201.09 ,2183.45 ,"2,214.84","2,176.99",2.88B,0.50%
2011年4月14日,2190.15 ,2200.40 ,"2,209.29","2,186.20",3.52B,-0.41%
2011年4月13日,2199.23 ,2153.93 ,"2,199.23","2,146.07",3.11B,1.54%
2011年4月12日,2165.83 ,2167.72 ,"2,182.07","2,153.40",3.37B,-0.47%
2011年4月11日,2175.96 ,2191.93 ,"2,212.45","2,174.44",4.08B,-0.43%
2011年4月8日,2185.32 ,2172.26 ,"2,187.55","2,167.69",2.74B,0.50%
2011年4月7日,2174.40 ,2178.56 ,"2,185.26","2,165.82",3.48B,-0.06%
2011年4月6日,2175.78 ,2130.08 ,"2,180.98","2,130.08",5.28B,2.32%
2011年4月1日,2126.45 ,2086.98 ,"2,126.83","2,085.86",2.50B,2.05%
2011年3月31日,2083.75 ,2102.70 ,"2,109.33","2,076.54",2.26B,-0.84%
2011年3月30日,2101.44 ,2097.95 ,"2,113.39","2,085.08",2.91B,0.18%
2011年3月29日,2097.56 ,2105.21 ,"2,130.06","2,093.36",3.98B,-0.26%
2011年3月28日,2103.04 ,2105.09 ,"2,126.53","2,100.98",3.52B,0.32%
2011年3月25日,2096.29 ,2067.46 ,"2,105.18","2,066.91",3.28B,1.56%
2011年3月24日,2064.17 ,2077.84 ,"2,080.63","2,063.13",1.89B,-0.51%
2011年3月23日,2074.81 ,2052.50 ,"2,077.71","2,048.35",2.48B,0.98%
2011年3月22日,2054.75 ,2044.49 ,"2,059.92","2,022.68",2.10B,0.91%
2011年3月21日,2036.23 ,2040.10 ,"2,051.27","2,028.42",1.98B,0.09%
2011年3月18日,2034.48 ,2043.25 ,"2,048.36","2,030.16",2.11B,0.56%
2011年3月17日,2023.05 ,2030.70 ,"2,047.41","2,016.11",2.58B,-1.26%
2011年3月16日,2048.93 ,2021.20 ,"2,053.40","2,021.20",2.33B,1.51%
2011年3月15日,2018.39 ,2045.42 ,"2,045.42","1,989.65",3.09B,-1.71%
2011年3月14日,2053.52 ,2045.67 ,"2,056.91","2,039.59",1.85B,0.22%
2011年3月11日,2049.11 ,2061.77 ,"2,075.38","2,044.00",2.12B,-1.09%
2011年3月10日,2071.72 ,2114.48 ,"2,114.48","2,070.47",2.89B,-2.29%
2011年3月9日,2120.21 ,2129.70 ,"2,139.23","2,113.53",2.65B,-0.17%
2011年3月8日,2123.78 ,2123.75 ,"2,135.85","2,108.04",3.03B,0.02%
2011年3月7日,2123.28 ,2092.32 ,"2,127.10","2,092.32",4.56B,2.07%
2011年3月4日,2080.14 ,2053.01 ,"2,083.30","2,049.73",3.21B,1.39%
2011年3月3日,2051.65 ,2046.30 ,"2,083.24","2,042.15",4.92B,0.53%
2011年3月2日,2040.89 ,2024.23 ,"2,050.16","2,019.48",3.09B,0.27%
2011年3月1日,2035.37 ,2022.72 ,"2,048.98","2,020.53",3.10B,0.67%
2011年2月28日,2021.85 ,2009.08 ,"2,023.89","1,990.58",2.29B,0.76%
2011年2月25日,2006.66 ,2003.40 ,"2,019.45","1,985.76",2.14B,0.19%
2011年2月24日,2002.83 ,1993.88 ,"2,008.89","1,985.80",2.30B,0.36%
2011年2月23日,1995.68 ,1984.12 ,"1,998.09","1,981.19",2.55B,0.23%
2011年2月22日,1991.01 ,2051.81 ,"2,053.33","1,989.73",3.80B,-2.69%
2011年2月21日,2046.08 ,2019.56 ,"2,046.74","2,017.64",2.71B,0.78%
2011年2月18日,2030.32 ,2043.68 ,"2,047.89","2,025.34",2.32B,-0.81%
2011年2月17日,2046.98 ,2054.88 ,"2,065.77","2,035.37",2.88B,-0.22%
2011年2月16日,2051.49 ,2038.40 ,"2,051.82","2,023.86",3.28B,0.43%
2011年2月15日,2042.64 ,2050.02 ,"2,070.94","2,040.91",4.21B,-0.25%
2011年2月14日,2047.69 ,1976.28 ,"2,053.02","1,976.28",4.89B,3.60%
2011年2月11日,1976.47 ,1972.45 ,"1,982.39","1,964.99",2.53B,0.02%
2011年2月10日,1975.98 ,1939.72 ,"1,977.01","1,932.13",2.00B,1.70%
2011年2月9日,1943.00 ,1958.25 ,"1,976.76","1,940.38",1.97B,-1.30%
2011年2月1日,1968.69 ,1968.71 ,"1,972.99","1,959.32",1.73B,0.23%
2011年1月31日,1964.11 ,1944.74 ,"1,965.56","1,941.08",2.28B,0.98%
2011年1月28日,1945.14 ,1944.40 ,"1,952.84","1,929.87",2.38B,-0.22%
2011年1月27日,1949.37 ,1911.10 ,"1,954.92","1,899.89",3.05B,1.21%
2011年1月26日,1926.04 ,1912.34 ,"1,929.32","1,910.66",1.46B,0.77%
2011年1月25日,1911.31 ,1910.22 ,"1,921.54","1,899.05",1.97B,-0.02%
2011年1月24日,1911.75 ,1926.39 ,"1,937.38","1,905.70",2.57B,-0.73%
2011年1月21日,1925.84 ,1890.76 ,"1,959.97","1,890.76",3.03B,1.63%
2011年1月20日,1895.00 ,1947.81 ,"1,947.81","1,894.38",2.13B,-2.99%
2011年1月19日,1953.35 ,1923.54 ,"1,954.28","1,913.11",1.93B,1.54%
2011年1月18日,1923.69 ,1915.76 ,"1,929.77","1,905.46",1.69B,0.27%
2011年1月17日,1918.42 ,1968.95 ,"1,978.14","1,912.07",2.75B,-3.24%
2011年1月14日,1982.62 ,2005.31 ,"2,006.65","1,978.50",2.05B,-1.57%
2011年1月13日,2014.17 ,2024.71 ,"2,026.15","2,007.95",2.23B,-0.15%
2011年1月12日,2017.15 ,2006.05 ,"2,021.37","1,987.42",2.63B,0.87%
2011年1月11日,1999.76 ,1969.49 ,"2,004.03","1,968.22",2.51B,1.22%
2011年1月10日,1975.74 ,2001.40 ,"2,019.71","1,973.80",2.75B,-1.53%
2011年1月7日,2006.37 ,1983.24 ,"2,035.88","1,969.32",3.96B,1.11%
2011年1月6日,1984.28 ,1999.75 ,"2,010.56","1,978.82",2.09B,-0.75%
2011年1月5日,1999.22 ,1999.18 ,"2,011.51","1,993.21",2.89B,-0.79%
2011年1月4日,2015.11 ,1994.36 ,"2,021.93","1,985.32",3.29B,1.91%
2010年12月31日,1977.37 ,1949.26 ,"1,978.04","1,946.34",2.56B,1.59%
2010年12月30日,1946.51 ,1954.09 ,"1,957.64","1,925.23",2.28B,-0.35%
2010年12月29日,1953.33 ,1954.47 ,"1,960.15","1,936.27",1.86B,0.15%
2010年12月28日,1950.33 ,1969.45 ,"1,979.16","1,949.00",2.15B,-1.38%
2010年12月27日,1977.69 ,2028.55 ,"2,045.23","1,974.28",2.78B,-1.77%
2010年12月24日,2013.25 ,2003.82 ,"2,025.04","1,994.43",2.11B,-0.22%
2010年12月23日,2017.66 ,2018.40 ,"2,048.99","2,008.05",2.34B,-0.21%
2010年12月22日,2021.98 ,2051.80 ,"2,057.98","2,012.64",2.37B,-1.33%
2010年12月21日,2049.22 ,2004.18 ,"2,052.55","1,996.78",2.76B,2.49%
2010年12月20日,1999.52 ,2039.29 ,"2,045.03","1,969.98",2.38B,-1.61%
2010年12月17日,2032.14 ,2036.51 ,"2,036.85","2,023.89",1.56B,-0.22%
2010年12月16日,2036.55 ,2053.03 ,"2,056.49","2,032.81",2.12B,-0.85%
2010年12月15日,2054.02 ,2070.05 ,"2,076.33","2,052.27",2.54B,-0.77%
2010年12月14日,2069.92 ,2078.20 ,"2,084.19","2,064.18",3.07B,-0.21%
2010年12月13日,2074.33 ,2027.45 ,"2,074.58","2,021.81",3.88B,2.61%
2010年12月10日,2021.65 ,1988.07 ,"2,026.64","1,985.18",2.21B,1.27%
2010年12月9日,1996.38 ,2007.77 ,"2,026.27","1,994.45",2.50B,-1.09%
2010年12月8日,2018.46 ,2040.02 ,"2,050.75","2,016.06",2.20B,-1.38%
2010年12月7日,2046.72 ,2023.52 ,"2,056.06","2,000.19",2.27B,0.72%
2010年12月6日,2032.03 ,2016.11 ,"2,038.88","2,011.27",2.30B,1.19%
2010年12月3日,2008.12 ,2003.91 ,"2,014.91","1,994.92",1.62B,0.50%
2010年12月2日,1998.15 ,2016.16 ,"2,019.87","1,997.23",2.20B,0.70%
2010年12月1日,1984.31 ,1975.82 ,"1,992.46","1,968.32",1.51B,0.22%
2010年11月30日,1979.89 ,2010.07 ,"2,021.27","1,943.39",2.78B,-1.59%
2010年11月29日,2011.90 ,2008.98 ,"2,023.86","1,997.33",1.85B,-0.32%
2010年11月26日,2018.40 ,2034.15 ,"2,040.98","2,008.60",2.14B,-1.12%
2010年11月25日,2041.34 ,2024.25 ,"2,042.02","1,997.90",2.89B,1.35%
2010年11月24日,2014.16 ,1972.33 ,"2,026.29","1,972.33",2.81B,1.66%
2010年11月23日,1981.26 ,2009.80 ,"2,009.80","1,957.08",2.67B,-1.90%
2010年11月22日,2019.67 ,2015.83 ,"2,037.83","2,010.07",2.70B,-0.97%
2010年11月19日,2039.44 ,2048.43 ,"2,049.36","1,978.69",3.12B,0.10%
2010年11月18日,2037.46 ,2032.62 ,"2,046.17","2,010.35",2.53B,1.18%
2010年11月17日,2013.61 ,2004.74 ,"2,047.18","2,001.38",3.15B,-0.93%
2010年11月16日,2032.50 ,2120.95 ,"2,120.95","2,028.59",3.97B,-4.43%
2010年11月15日,2126.70 ,2135.51 ,"2,144.08","2,086.19",4.48B,-0.18%
2010年11月12日,2130.58 ,2234.78 ,"2,248.28","2,126.78",6.32B,-5.40%
2010年11月11日,2252.28 ,2227.06 ,"2,278.76","2,218.57",5.30B,1.17%
2010年11月10日,2226.16 ,2242.61 ,"2,242.61","2,210.30",4.30B,-1.38%
2010年11月9日,2257.35 ,2290.75 ,"2,290.75","2,244.08",4.36B,-1.42%
2010年11月8日,2289.96 ,2287.50 ,"2,294.69","2,270.25",4.15B,0.48%
2010年11月5日,2279.00 ,2298.53 ,"2,308.04","2,263.27",5.30B,1.08%
2010年11月4日,2254.76 ,2230.84 ,"2,259.23","2,228.05",4.34B,1.27%
2010年11月3日,2226.47 ,2232.32 ,"2,258.46","2,203.32",5.23B,-0.23%
2010年11月2日,2231.70 ,2248.01 ,"2,265.40","2,205.95",5.25B,-0.30%
2010年11月1日,2238.47 ,2198.47 ,"2,238.47","2,198.47",4.23B,2.24%
2010年10月29日,2189.48 ,2226.72 ,"2,228.12","2,180.86",3.59B,-1.56%
2010年10月28日,2224.24 ,2216.28 ,"2,237.68","2,204.52",3.50B,-0.05%
2010年10月27日,2225.37 ,2259.70 ,"2,291.62","2,222.10",4.29B,-2.06%
2010年10月26日,2272.21 ,2300.70 ,"2,310.01","2,255.13",5.48B,-0.97%
2010年10月25日,2294.45 ,2232.02 ,"2,295.11","2,206.87",5.09B,2.84%
2010年10月22日,2231.06 ,2234.37 ,"2,255.69","2,212.61",3.90B,-0.63%
2010年10月21日,2245.25 ,2287.37 ,"2,290.77","2,228.04",4.87B,-1.75%
2010年10月20日,2285.21 ,2240.74 ,"2,320.81","2,239.04",6.81B,0.30%
2010年10月19日,2278.35 ,2236.99 ,"2,278.58","2,219.61",5.23B,1.63%
2010年10月18日,2241.72 ,2270.41 ,"2,321.69","2,238.57",9.73B,-0.56%
2010年10月15日,2254.39 ,2148.92 ,"2,255.57","2,144.20",9.68B,4.33%
2010年10月14日,2160.84 ,2152.86 ,"2,201.64","2,152.86",8.76B,1.66%
2010年10月13日,2125.61 ,2093.46 ,"2,126.52","2,088.95",5.45B,1.62%
2010年10月12日,2091.78 ,2058.09 ,"2,094.74","2,047.91",4.97B,1.20%
2010年10月11日,2066.95 ,2005.70 ,"2,084.30","2,005.70",6.77B,3.87%
2010年10月8日,1990.01 ,1933.42 ,"1,997.49","1,932.59",4.06B,4.02%
2010年9月30日,1913.11 ,1858.45 ,"1,914.24","1,856.82",2.73B,2.37%
2010年9月29日,1868.75 ,1859.76 ,"1,889.79","1,859.14",2.33B,0.26%
2010年9月28日,1863.88 ,1876.49 ,"1,876.53","1,860.68",2.26B,-0.94%
2010年9月27日,1881.55 ,1869.98 ,"1,882.31","1,863.43",1.75B,0.92%
2010年9月21日,1864.41 ,1868.26 ,"1,873.35","1,858.75",1.08B,0.19%
2010年9月20日,1860.85 ,1859.42 ,"1,873.71","1,844.16",1.58B,0.19%
2010年9月17日,1857.31 ,1864.72 ,"1,869.01","1,852.24",1.73B,-0.06%
2010年9月16日,1858.45 ,1890.26 ,"1,895.13","1,845.07",2.72B,-1.83%
2010年9月15日,1893.03 ,1926.50 ,"1,926.50","1,889.07",2.18B,-1.66%
2010年9月14日,1925.01 ,1928.09 ,"1,939.82","1,918.17",2.23B,0.15%
2010年9月13日,1922.14 ,1914.38 ,"1,936.08","1,906.86",2.19B,0.34%
2010年9月10日,1915.64 ,1920.09 ,"1,926.82","1,897.95",1.94B,-0.14%
2010年9月9日,1918.29 ,1957.96 ,"1,957.96","1,915.09",2.57B,-1.94%
2010年9月8日,1956.33 ,1963.63 ,"1,963.63","1,946.04",2.56B,-0.85%
2010年9月7日,1973.14 ,1979.29 ,"1,983.51","1,962.79",2.28B,-0.13%
2010年9月6日,1975.68 ,1938.54 ,"1,977.66","1,936.50",3.34B,2.41%
2010年9月3日,1929.19 ,1937.85 ,"1,938.12","1,913.41",2.33B,-0.35%
2010年9月2日,1935.92 ,1941.09 ,"1,945.51","1,928.54",2.17B,0.97%
2010年9月1日,1917.33 ,1927.72 ,"1,949.93","1,905.73",2.51B,-0.34%
2010年8月31日,1923.91 ,1935.41 ,"1,935.52","1,916.72",2.06B,-0.96%
2010年8月30日,1942.56 ,1926.12 ,"1,948.42","1,922.92",2.17B,1.30%
2010年8月27日,1917.58 ,1914.21 ,"1,919.07","1,903.91",1.24B,0.15%
2010年8月26日,1914.64 ,1922.90 ,"1,930.21","1,907.46",1.44B,-0.02%
2010年8月25日,1915.00 ,1948.46 ,"1,954.94","1,914.76",2.24B,-2.30%
2010年8月24日,1960.06 ,1959.61 ,"1,979.71","1,938.68",1.93B,-0.14%
2010年8月23日,1962.78 ,1963.31 ,"1,982.47","1,957.80",1.54B,-0.22%
2010年8月20日,1967.06 ,1985.58 ,"1,998.41","1,964.00",2.60B,-1.36%
2010年8月19日,1994.16 ,1979.22 ,"2,005.30","1,972.05",2.86B,0.99%
2010年8月18日,1974.66 ,1982.29 ,"1,997.45","1,971.46",2.49B,-0.26%
2010年8月17日,1979.79 ,1974.68 ,"1,984.49","1,965.45",2.54B,0.43%
2010年8月16日,1971.30 ,1926.39 ,"1,974.72","1,920.46",2.79B,2.10%
2010年8月13日,1930.67 ,1915.81 ,"1,931.71","1,902.62",2.27B,0.85%
2010年8月12日,1914.45 ,1924.72 ,"1,941.68","1,911.68",2.08B,-1.31%
