日期,收盘,开盘,高,低,交易量,涨跌幅
2019年1月24日,2411.56 ,2401.38 ,"2,414.89","2,385.10",2.04B,0.61%
2019年1月23日,2397.05 ,2397.41 ,"2,414.02","2,392.64",1.63B,-0.17%
2019年1月22日,2401.23 ,2430.43 ,"2,430.43","2,394.18",1.94B,-1.29%
2019年1月21日,2432.49 ,2418.00 ,"2,443.23","2,418.00",2.62B,0.63%
2019年1月18日,2417.36 ,2385.62 ,"2,422.03","2,380.56",3.01B,1.94%
2019年1月17日,2371.35 ,2388.59 ,"2,396.80","2,370.58",2.16B,-0.41%
2019年1月16日,2381.22 ,2375.17 ,"2,385.22","2,366.34",1.81B,0.12%
2019年1月15日,2378.37 ,2337.70 ,"2,380.60","2,332.41",2.25B,2.03%
2019年1月14日,2331.14 ,2350.26 ,"2,354.31","2,330.00",1.65B,-0.99%
2019年1月11日,2354.50 ,2342.02 ,"2,360.06","2,334.91",1.84B,0.97%
2019年1月10日,2331.85 ,2333.22 ,"2,345.33","2,321.30",2.23B,-0.04%
2019年1月9日,2332.72 ,2320.91 ,"2,360.36","2,318.44",2.87B,1.20%
2019年1月8日,2305.17 ,2312.17 ,"2,312.17","2,298.95",1.81B,-0.40%
2019年1月7日,2314.32 ,2329.03 ,"2,331.60","2,306.90",2.53B,-0.01%
2019年1月4日,2314.65 ,2252.74 ,"2,316.35","2,249.37",2.59B,2.00%
2019年1月3日,2269.24 ,2259.48 ,"2,287.78","2,253.94",1.89B,0.29%
2019年1月2日,2262.79 ,2298.18 ,"2,301.06","2,252.75",2.09B,-1.32%
2018年12月28日,2293.10 ,2279.70 ,"2,305.91","2,278.25",2.43B,0.75%
2018年12月27日,2276.06 ,2310.81 ,"2,313.05","2,275.04",2.68B,-0.24%
2018年12月26日,2281.56 ,2293.29 ,"2,303.20","2,278.29",1.58B,-0.69%
2018年12月25日,2297.33 ,2285.66 ,"2,308.61","2,256.47",2.40B,-0.52%
2018年12月24日,2309.23 ,2293.75 ,"2,311.73","2,286.99",1.83B,0.13%
2018年12月21日,2306.15 ,2325.98 ,"2,327.44","2,288.40",2.48B,-1.23%
2018年12月20日,2334.92 ,2363.00 ,"2,372.37","2,319.10",2.69B,-1.46%
2018年12月19日,2369.55 ,2401.91 ,"2,403.89","2,366.40",1.87B,-1.18%
2018年12月18日,2397.87 ,2409.58 ,"2,427.68","2,388.98",2.07B,-1.16%
2018年12月17日,2425.94 ,2420.58 ,"2,430.89","2,409.01",2.12B,0.11%
2018年12月14日,2423.38 ,2446.81 ,"2,448.80","2,423.09",2.59B,-1.40%
2018年12月13日,2457.90 ,2429.39 ,"2,469.70","2,423.57",2.81B,1.43%
2018年12月12日,2423.32 ,2437.61 ,"2,437.61","2,414.33",1.42B,0.32%
2018年12月11日,2415.58 ,2408.92 ,"2,420.52","2,405.87",1.29B,0.29%
2018年12月10日,2408.61 ,2410.17 ,"2,425.74","2,399.32",1.76B,-0.91%
2018年12月7日,2430.72 ,2441.38 ,"2,444.98","2,427.89",1.45B,-0.15%
2018年12月6日,2434.49 ,2453.56 ,"2,460.23","2,431.86",2.17B,-1.91%
2018年12月5日,2481.79 ,2467.56 ,"2,492.32","2,465.25",2.05B,-0.57%
2018年12月4日,2496.14 ,2488.58 ,"2,496.81","2,476.91",2.38B,0.32%
2018年12月3日,2488.06 ,2492.43 ,"2,500.57","2,467.94",3.54B,2.47%
2018年11月30日,2428.04 ,2403.23 ,"2,430.65","2,402.54",1.93B,1.09%
2018年11月29日,2401.85 ,2437.92 ,"2,441.42","2,401.85",1.98B,-0.80%
2018年11月28日,2421.13 ,2396.30 ,"2,426.66","2,394.25",1.71B,1.12%
2018年11月27日,2394.29 ,2407.23 ,"2,416.44","2,387.93",1.50B,-0.32%
2018年11月26日,2401.90 ,2409.47 ,"2,423.46","2,393.98",1.62B,0.11%
2018年11月23日,2399.20 ,2433.53 ,"2,441.32","2,398.73",2.12B,-1.58%
2018年11月22日,2437.64 ,2455.77 ,"2,456.91","2,426.12",1.64B,-0.56%
2018年11月21日,2451.27 ,2425.72 ,"2,454.46","2,425.23",2.19B,0.18%
2018年11月20日,2446.79 ,2475.23 ,"2,484.01","2,441.85",2.69B,-1.82%
2018年11月19日,2492.08 ,2466.43 ,"2,492.08","2,461.80",2.97B,1.24%
2018年11月16日,2461.44 ,2458.48 ,"2,482.44","2,443.12",3.15B,0.09%
2018年11月15日,2459.14 ,2430.19 ,"2,459.43","2,427.07",2.47B,1.20%
2018年11月14日,2429.99 ,2462.18 ,"2,462.18","2,425.97",2.70B,-1.34%
2018年11月13日,2462.97 ,2415.30 ,"2,474.82","2,413.78",2.77B,0.74%
2018年11月12日,2444.97 ,2426.83 ,"2,447.46","2,419.97",2.29B,0.44%
2018年11月9日,2434.21 ,2469.89 ,"2,469.89","2,434.08",2.80B,-2.08%
2018年11月8日,2486.00 ,2507.59 ,"2,511.00","2,480.33",2.03B,0.15%
2018年11月7日,2482.33 ,2503.68 ,"2,521.15","2,479.25",2.62B,-0.69%
2018年11月6日,2499.68 ,2507.36 ,"2,509.64","2,478.38",2.21B,-0.47%
2018年11月5日,2511.59 ,2520.88 ,"2,524.65","2,489.59",2.83B,-1.23%
2018年11月2日,2542.77 ,2522.39 ,"2,544.19","2,489.07",4.73B,3.36%
2018年11月1日,2460.16 ,2474.27 ,"2,500.12","2,455.73",3.77B,0.37%
2018年10月31日,2451.12 ,2424.16 ,"2,460.84","2,413.34",3.45B,1.47%
2018年10月30日,2415.65 ,2380.47 ,"2,449.29","2,378.82",3.25B,1.09%
2018年10月29日,2389.58 ,2461.92 ,"2,465.37","2,377.99",2.87B,-3.21%
2018年10月26日,2468.91 ,2487.00 ,"2,499.76","2,445.83",2.88B,-0.65%
2018年10月25日,2485.10 ,2419.11 ,"2,486.76","2,415.49",3.11B,0.31%
2018年10月24日,2477.49 ,2459.32 ,"2,530.77","2,459.21",3.70B,0.51%
2018年10月23日,2464.81 ,2539.65 ,"2,544.30","2,451.67",3.54B,-2.97%
2018年10月22日,2540.15 ,2463.49 ,"2,566.63","2,463.49",4.63B,3.84%
2018年10月19日,2446.32 ,2353.84 ,"2,451.76","2,344.98",3.14B,3.26%
2018年10月18日,2369.07 ,2416.37 ,"2,416.37","2,367.71",2.28B,-2.48%
2018年10月17日,2429.21 ,2446.48 ,"2,451.19","2,384.14",2.49B,0.57%
2018年10月16日,2415.49 ,2414.32 ,"2,459.88","2,407.00",1.98B,0.12%
2018年10月15日,2412.48 ,2443.73 ,"2,448.26","2,407.55",2.05B,-1.29%
2018年10月12日,2444.13 ,2398.18 ,"2,452.69","2,390.99",2.90B,2.24%
2018年10月11日,2390.50 ,2412.22 ,"2,446.37","2,369.03",3.69B,-4.15%
2018年10月10日,2494.06 ,2495.86 ,"2,518.61","2,472.19",2.04B,0.10%
2018年10月9日,2491.66 ,2481.59 ,"2,506.27","2,476.35",2.17B,0.19%
2018年10月8日,2486.82 ,2544.49 ,"2,548.89","2,481.18",3.37B,-4.60%
2018年9月28日,2606.67 ,2580.66 ,"2,618.83","2,577.98",2.88B,1.21%
2018年9月27日,2575.45 ,2582.12 ,"2,584.07","2,561.58",2.30B,-0.28%
2018年9月26日,2582.77 ,2555.92 ,"2,610.59","2,553.17",3.37B,1.37%
2018年9月25日,2547.79 ,2545.21 ,"2,560.72","2,536.43",2.43B,-1.00%
2018年9月21日,2573.60 ,2495.74 ,"2,573.60","2,485.41",4.18B,3.46%
2018年9月20日,2487.42 ,2492.40 ,"2,503.10","2,480.54",2.29B,0.01%
2018年9月19日,2487.08 ,2455.44 ,"2,505.00","2,452.58",2.90B,1.15%
2018年9月18日,2458.77 ,2391.95 ,"2,459.77","2,391.73",2.29B,2.45%
2018年9月17日,2399.88 ,2411.38 ,"2,418.14","2,397.94",1.37B,-1.05%
2018年9月14日,2425.42 ,2421.66 ,"2,434.67","2,410.66",1.64B,0.42%
2018年9月13日,2415.31 ,2413.41 ,"2,420.00","2,381.03",2.15B,1.42%
2018年9月12日,2381.39 ,2389.28 ,"2,398.73","2,373.04",1.68B,-0.72%
2018年9月11日,2398.77 ,2412.18 ,"2,422.94","2,387.64",1.81B,-0.61%
2018年9月10日,2413.43 ,2431.18 ,"2,440.11","2,410.79",1.80B,-0.99%
2018年9月7日,2437.68 ,2424.42 ,"2,458.26","2,416.16",1.84B,0.90%
2018年9月6日,2416.03 ,2432.40 ,"2,449.83","2,408.93",2.09B,-1.03%
2018年9月5日,2441.23 ,2488.90 ,"2,493.47","2,441.23",2.13B,-2.37%
2018年9月4日,2500.44 ,2467.25 ,"2,507.04","2,451.72",2.06B,1.40%
2018年9月3日,2465.88 ,2461.86 ,"2,470.51","2,445.87",1.83B,-0.35%
2018年8月31日,2474.48 ,2462.80 ,"2,490.46","2,455.99",2.62B,-0.19%
2018年8月30日,2479.21 ,2506.53 ,"2,519.40","2,479.21",1.82B,-0.97%
2018年8月29日,2503.48 ,2506.15 ,"2,515.00","2,497.82",1.82B,-0.31%
2018年8月28日,2511.15 ,2524.92 ,"2,530.50","2,503.81",2.14B,-0.44%
2018年8月27日,2522.34 ,2484.41 ,"2,522.34","2,482.52",2.84B,2.04%
2018年8月24日,2472.00 ,2449.37 ,"2,496.39","2,438.72",2.08B,0.44%
2018年8月23日,2461.07 ,2453.66 ,"2,474.69","2,435.16",1.89B,0.45%
2018年8月22日,2450.15 ,2461.40 ,"2,461.40","2,438.94",1.61B,-0.09%
2018年8月21日,2452.38 ,2411.98 ,"2,461.14","2,410.89",2.44B,1.80%
2018年8月20日,2409.13 ,2386.14 ,"2,409.13","2,370.82",2.30B,1.47%
2018年8月17日,2374.17 ,2427.47 ,"2,429.68","2,370.04",2.06B,-1.29%
2018年8月16日,2405.16 ,2381.01 ,"2,430.92","2,367.05",2.55B,-0.15%
2018年8月15日,2408.72 ,2467.25 ,"2,467.45","2,405.60",1.98B,-2.45%
2018年8月14日,2469.20 ,2475.47 ,"2,482.71","2,454.98",1.71B,-0.38%
2018年8月13日,2478.51 ,2480.10 ,"2,485.23","2,442.23",2.29B,-0.99%
2018年8月10日,2503.21 ,2505.31 ,"2,518.11","2,485.98",1.94B,-0.06%
2018年8月9日,2504.62 ,2437.45 ,"2,510.36","2,435.79",2.66B,2.35%
2018年8月8日,2447.00 ,2476.40 ,"2,481.84","2,443.07",2.36B,-1.32%
2018年8月7日,2479.78 ,2416.01 ,"2,480.10","2,407.64",2.98B,3.04%
2018年8月6日,2406.54 ,2417.30 ,"2,448.98","2,393.68",2.57B,-0.29%
2018年8月3日,2413.50 ,2438.84 ,"2,452.07","2,413.25",2.15B,-1.10%
2018年8月2日,2440.31 ,2483.76 ,"2,485.41","2,412.96",2.96B,-2.01%
2018年8月1日,2490.25 ,2557.61 ,"2,570.31","2,489.12",2.74B,-2.16%
2018年7月31日,2545.12 ,2537.03 ,"2,553.81","2,521.82",2.02B,0.15%
2018年7月30日,2541.31 ,2525.38 ,"2,562.76","2,515.55",2.45B,0.64%
2018年7月27日,2525.09 ,2529.66 ,"2,541.23","2,515.89",1.90B,-0.23%
2018年7月26日,2530.99 ,2570.48 ,"2,578.72","2,525.67",2.53B,-1.28%
2018年7月25日,2563.69 ,2573.93 ,"2,573.96","2,550.97",2.65B,0.00%
2018年7月24日,2563.58 ,2534.07 ,"2,579.59","2,534.07",4.88B,1.46%
2018年7月23日,2526.81 ,2482.05 ,"2,533.77","2,478.19",3.96B,1.33%
2018年7月20日,2493.76 ,2426.10 ,"2,506.94","2,409.05",3.45B,2.79%
2018年7月19日,2426.16 ,2432.89 ,"2,452.45","2,418.66",2.04B,0.22%
2018年7月18日,2420.76 ,2437.38 ,"2,458.48","2,419.32",1.78B,-0.40%
2018年7月17日,2430.44 ,2443.55 ,"2,446.10","2,414.35",1.67B,-0.75%
2018年7月16日,2448.76 ,2471.15 ,"2,484.17","2,438.86",1.99B,-1.13%
2018年7月13日,2476.86 ,2480.82 ,"2,481.56","2,464.95",1.98B,0.09%
2018年7月12日,2474.62 ,2425.67 ,"2,490.44","2,425.67",2.73B,1.74%
2018年7月11日,2432.28 ,2420.18 ,"2,443.35","2,409.31",2.09B,-1.58%
2018年7月10日,2471.23 ,2475.98 ,"2,477.84","2,448.86",2.14B,0.00%
2018年7月9日,2471.29 ,2410.52 ,"2,471.80","2,410.52",2.43B,2.86%
2018年7月6日,2402.62 ,2378.87 ,"2,422.40","2,349.48",2.49B,1.19%
2018年7月5日,2374.36 ,2370.86 ,"2,398.56","2,352.97",2.53B,0.25%
2018年7月4日,2368.43 ,2381.25 ,"2,403.51","2,365.89",1.97B,-0.86%
2018年7月3日,2388.98 ,2389.36 ,"2,395.08","2,331.84",2.91B,0.11%
2018年7月2日,2386.38 ,2473.31 ,"2,473.73","2,370.40",2.61B,-3.77%
2018年6月29日,2479.91 ,2431.81 ,"2,481.32","2,429.59",2.08B,2.26%
2018年6月28日,2425.18 ,2431.86 ,"2,461.17","2,418.30",2.29B,-1.12%
2018年6月27日,2452.64 ,2500.07 ,"2,512.59","2,438.04",2.74B,-2.16%
2018年6月26日,2506.72 ,2516.08 ,"2,519.16","2,470.15",2.65B,-1.17%
2018年6月25日,2536.46 ,2593.62 ,"2,595.99","2,535.12",2.34B,-1.83%
2018年6月22日,2583.71 ,2564.87 ,"2,586.33","2,553.30",1.97B,0.18%
2018年6月21日,2579.05 ,2597.30 ,"2,628.04","2,575.17",2.46B,-0.74%
2018年6月20日,2598.33 ,2588.12 ,"2,607.47","2,567.50",2.38B,-0.06%
2018年6月19日,2599.78 ,2638.40 ,"2,646.64","2,571.69",5.76B,-2.56%
2018年6月15日,2667.98 ,2657.59 ,"2,677.31","2,657.51",2.56B,-0.12%
2018年6月14日,2671.30 ,2662.23 ,"2,691.04","2,659.57",2.14B,-0.01%
2018年6月13日,2671.63 ,2681.31 ,"2,686.07","2,662.75",1.94B,-0.60%
2018年6月12日,2687.70 ,2662.39 ,"2,691.97","2,650.97",1.96B,1.03%
2018年6月11日,2660.41 ,2644.43 ,"2,665.93","2,633.08",1.98B,0.31%
2018年6月8日,2652.08 ,2686.09 ,"2,686.15","2,637.36",2.60B,-1.60%
2018年6月7日,2695.24 ,2697.51 ,"2,717.06","2,693.10",2.35B,0.11%
2018年6月6日,2692.18 ,2702.71 ,"2,703.41","2,688.33",2.05B,-0.55%
2018年6月5日,2707.02 ,2697.69 ,"2,712.12","2,680.24",2.22B,0.46%
2018年6月4日,2694.58 ,2664.84 ,"2,697.75","2,658.57",2.25B,1.79%
2018年6月1日,2647.19 ,2652.25 ,"2,664.31","2,637.37",2.04B,-0.42%
2018年5月31日,2658.29 ,2626.94 ,"2,661.66","2,624.67",2.65B,2.01%
2018年5月30日,2605.90 ,2632.71 ,"2,637.19","2,604.91",2.42B,-2.16%
2018年5月29日,2663.40 ,2666.83 ,"2,676.68","2,642.87",2.69B,-0.37%
2018年5月28日,2673.20 ,2661.21 ,"2,682.78","2,650.40",1.85B,0.45%
2018年5月25日,2661.29 ,2663.32 ,"2,679.85","2,650.34",1.99B,-0.16%
2018年5月24日,2665.68 ,2684.13 ,"2,691.03","2,664.12",1.97B,-0.67%
2018年5月23日,2683.69 ,2721.02 ,"2,721.02","2,683.59",2.54B,-1.62%
2018年5月22日,2728.00 ,2744.32 ,"2,744.32","2,711.06",2.33B,-0.65%
2018年5月21日,2745.80 ,2753.88 ,"2,761.72","2,739.68",2.78B,0.19%
2018年5月18日,2740.53 ,2697.72 ,"2,741.01","2,690.99",2.29B,1.47%
2018年5月17日,2700.88 ,2720.77 ,"2,724.39","2,698.17",1.67B,-0.59%
2018年5月16日,2716.78 ,2739.89 ,"2,744.62","2,714.26",2.18B,-1.24%
2018年5月15日,2750.83 ,2760.20 ,"2,760.57","2,731.57",2.25B,-0.10%
2018年5月14日,2753.54 ,2736.98 ,"2,761.49","2,736.04",2.71B,1.06%
2018年5月11日,2724.72 ,2737.23 ,"2,738.65","2,720.55",2.35B,-0.17%
2018年5月10日,2729.40 ,2727.52 ,"2,738.63","2,712.47",1.96B,0.45%
2018年5月9日,2717.24 ,2723.09 ,"2,725.20","2,706.48",2.03B,-0.21%
2018年5月8日,2722.88 ,2683.84 ,"2,736.76","2,682.79",3.16B,1.45%
2018年5月7日,2683.85 ,2649.10 ,"2,686.22","2,638.17",2.66B,1.42%
2018年5月4日,2646.35 ,2659.27 ,"2,669.70","2,643.26",2.08B,-0.66%
2018年5月3日,2663.98 ,2643.97 ,"2,671.24","2,626.54",2.62B,0.42%
2018年5月2日,2652.73 ,2662.08 ,"2,667.96","2,637.06",2.67B,-0.03%
2018年4月27日,2653.54 ,2672.64 ,"2,675.10","2,613.53",2.84B,-0.47%
2018年4月26日,2666.02 ,2712.52 ,"2,717.57","2,652.42",2.35B,-1.37%
2018年4月25日,2702.98 ,2707.71 ,"2,717.31","2,696.22",2.35B,-0.73%
2018年4月24日,2722.85 ,2669.61 ,"2,737.21","2,669.61",3.94B,2.17%
2018年4月23日,2664.92 ,2637.07 ,"2,671.01","2,636.68",2.53B,0.66%
2018年4月20日,2647.38 ,2672.36 ,"2,677.92","2,632.75",2.81B,-1.31%
2018年4月19日,2682.55 ,2661.30 ,"2,693.14","2,656.15",2.60B,1.08%
2018年4月18日,2653.77 ,2666.62 ,"2,668.79","2,623.97",3.15B,0.69%
2018年4月17日,2635.70 ,2669.26 ,"2,683.50","2,633.59",2.71B,-1.09%
2018年4月16日,2664.70 ,2716.58 ,"2,723.58","2,656.52",3.67B,-2.26%
2018年4月13日,2726.40 ,2765.67 ,"2,771.03","2,724.17",2.18B,-0.85%
2018年4月12日,2749.70 ,2785.12 ,"2,785.31","2,747.77",2.61B,-1.28%
2018年4月11日,2785.34 ,2782.67 ,"2,803.88","2,767.38",3.90B,0.16%
2018年4月10日,2780.80 ,2719.52 ,"2,781.27","2,710.87",3.81B,2.40%
2018年4月9日,2715.73 ,2706.33 ,"2,721.59","2,688.83",2.63B,0.49%
2018年4月4日,2702.37 ,2706.42 ,"2,730.25","2,698.89",2.67B,0.19%
2018年4月3日,2697.27 ,2690.63 ,"2,709.91","2,683.05",2.86B,-0.52%
2018年4月2日,2711.37 ,2717.12 ,"2,754.65","2,707.63",3.47B,-0.40%
2018年3月30日,2722.15 ,2735.62 ,"2,740.82","2,714.77",3.17B,-0.61%
2018年3月29日,2738.79 ,2699.14 ,"2,757.78","2,657.49",4.24B,1.63%
2018年3月28日,2694.83 ,2714.87 ,"2,746.88","2,687.96",3.46B,-1.92%
2018年3月27日,2747.59 ,2775.63 ,"2,780.84","2,726.36",3.92B,0.32%
2018年3月26日,2738.87 ,2767.36 ,"2,773.54","2,709.57",4.27B,-1.88%
2018年3月23日,2791.47 ,2786.53 ,"2,800.25","2,754.66",6.26B,-2.62%
2018年3月22日,2866.67 ,2894.13 ,"2,902.77","2,851.29",3.05B,-0.95%
2018年3月21日,2894.18 ,2929.00 ,"2,932.22","2,879.53",3.34B,-0.35%
2018年3月20日,2904.40 ,2878.95 ,"2,907.52","2,877.10",2.71B,0.25%
2018年3月19日,2897.26 ,2870.36 ,"2,898.23","2,856.17",2.60B,0.92%
2018年3月16日,2870.73 ,2895.51 ,"2,911.19","2,869.97",2.72B,-0.84%
2018年3月15日,2894.98 ,2860.41 ,"2,895.61","2,860.41",2.63B,0.82%
2018年3月14日,2871.33 ,2871.72 ,"2,879.54","2,860.97",3.09B,-0.42%
2018年3月13日,2883.38 ,2909.25 ,"2,921.31","2,878.20",4.06B,-0.90%
2018年3月12日,2909.58 ,2922.62 ,"2,927.51","2,897.24",4.50B,0.05%
2018年3月9日,2908.20 ,2907.04 ,"2,916.55","2,891.87",3.15B,0.34%
2018年3月8日,2898.25 ,2878.82 ,"2,903.05","2,865.55",2.90B,0.70%
2018年3月7日,2878.15 ,2892.44 ,"2,921.44","2,868.04",3.79B,-0.50%
2018年3月6日,2892.48 ,2878.92 ,"2,893.46","2,838.61",4.76B,0.99%
2018年3月5日,2863.99 ,2865.20 ,"2,889.74","2,846.93",3.00B,-0.01%
2018年3月2日,2864.18 ,2864.18 ,"2,887.89","2,852.01",2.99B,-0.94%
2018年3月1日,2891.30 ,2859.09 ,"2,907.27","2,852.49",3.23B,0.44%
2018年2月28日,2878.67 ,2899.00 ,"2,905.57","2,866.46",3.88B,-1.65%
2018年2月27日,2927.10 ,2979.77 ,"2,979.77","2,918.01",4.62B,-1.57%
2018年2月26日,2973.79 ,2973.81 ,"2,986.81","2,933.52",5.02B,0.56%
2018年2月23日,2957.17 ,2941.42 ,"2,966.75","2,926.36",3.82B,0.86%
2018年2月22日,2931.88 ,2915.97 ,"2,936.85","2,900.87",3.93B,2.09%
2018年2月14日,2871.79 ,2859.87 ,"2,877.04","2,841.24",2.53B,0.67%
2018年2月13日,2852.72 ,2834.39 ,"2,887.89","2,834.39",4.66B,1.69%
2018年2月12日,2805.21 ,2803.86 ,"2,823.81","2,776.96",4.63B,-0.17%
2018年2月9日,2810.03 ,2857.43 ,"2,871.54","2,724.59",9.19B,-4.61%
2018年2月8日,2945.84 ,2998.60 ,"3,019.27","2,911.40",7.31B,-2.76%
2018年2月7日,3029.60 ,3147.32 ,"3,166.70","3,020.39",9.47B,-2.82%
2018年2月6日,3117.49 ,3114.35 ,"3,140.03","3,094.49",9.86B,-2.01%
2018年2月5日,3181.34 ,3098.67 ,"3,181.59","3,095.99",7.16B,1.01%
2018年2月2日,3149.64 ,3113.30 ,"3,150.70","3,082.99",5.29B,0.27%
2018年2月1日,3141.23 ,3120.13 ,"3,141.77","3,101.34",7.22B,0.78%
2018年1月31日,3116.83 ,3063.23 ,"3,118.76","3,062.53",5.56B,1.22%
2018年1月30日,3079.12 ,3109.19 ,"3,127.75","3,077.31",5.43B,-1.33%
2018年1月29日,3120.70 ,3184.30 ,"3,197.84","3,107.96",7.29B,-1.64%
2018年1月26日,3172.78 ,3147.48 ,"3,195.07","3,147.48",8.22B,0.49%
2018年1月25日,3157.46 ,3171.35 ,"3,177.41","3,124.46",7.74B,-0.72%
2018年1月24日,3180.33 ,3189.77 ,"3,202.47","3,150.55",9.91B,0.12%
2018年1月23日,3176.50 ,3145.11 ,"3,177.76","3,144.28",10.17B,1.47%
2018年1月22日,3130.33 ,3104.96 ,"3,144.85","3,104.40",7.75B,0.40%
2018年1月19日,3117.82 ,3122.67 ,"3,145.99","3,100.41",9.50B,0.36%
2018年1月18日,3106.55 ,3096.20 ,"3,125.86","3,084.28",8.77B,0.99%
2018年1月17日,3076.18 ,3071.50 ,"3,132.99","3,060.22",9.11B,0.40%
2018年1月16日,3063.86 ,3041.36 ,"3,065.19","3,035.77",6.43B,0.49%
2018年1月15日,3048.81 ,3027.20 ,"3,070.94","3,022.47",6.50B,1.00%
2018年1月12日,3018.60 ,2997.90 ,"3,019.70","2,993.56",3.82B,0.72%
2018年1月11日,2997.04 ,2986.79 ,"3,009.99","2,981.33",4.24B,0.05%
2018年1月10日,2995.56 ,2968.34 ,"2,999.75","2,966.18",5.78B,0.88%
2018年1月9日,2969.32 ,2947.55 ,"2,972.43","2,947.12",4.06B,0.73%
2018年1月8日,2947.76 ,2933.82 ,"2,952.34","2,926.87",5.81B,0.53%
2018年1月5日,2932.36 ,2926.78 ,"2,940.18","2,920.08",4.99B,0.44%
2018年1月4日,2919.48 ,2918.26 ,"2,934.15","2,910.66",4.35B,0.21%
2018年1月3日,2913.26 ,2914.28 ,"2,947.63","2,906.60",4.82B,0.16%
2018年1月2日,2908.73 ,2867.53 ,"2,912.27","2,867.53",5.40B,1.69%
2017年12月29日,2860.44 ,2861.92 ,"2,876.19","2,849.68",2.86B,0.05%
2017年12月28日,2859.05 ,2842.73 ,"2,870.89","2,829.54",3.44B,0.68%
2017年12月27日,2839.63 ,2886.70 ,"2,889.31","2,832.02",3.21B,-1.89%
2017年12月26日,2894.34 ,2878.75 ,"2,897.62","2,868.60",2.70B,0.49%
2017年12月25日,2880.10 ,2882.28 ,"2,915.61","2,868.86",2.63B,-0.02%
2017年12月22日,2880.77 ,2891.72 ,"2,897.03","2,876.02",1.90B,-0.50%
2017年12月21日,2895.37 ,2871.68 ,"2,906.81","2,862.23",2.58B,0.55%
2017年12月20日,2879.64 ,2874.05 ,"2,887.23","2,861.54",2.85B,0.23%
2017年12月19日,2873.03 ,2829.55 ,"2,873.60","2,827.44",2.38B,1.55%
2017年12月18日,2829.06 ,2821.42 ,"2,842.81","2,815.82",2.07B,0.32%
2017年12月15日,2820.17 ,2844.10 ,"2,846.52","2,817.32",2.67B,-1.05%
2017年12月14日,2850.05 ,2874.95 ,"2,878.32","2,841.92",2.28B,-0.80%
2017年12月13日,2872.94 ,2850.47 ,"2,879.41","2,834.93",2.24B,0.80%
2017年12月12日,2850.20 ,2897.66 ,"2,900.27","2,849.39",2.61B,-1.69%
2017年12月11日,2899.10 ,2862.61 ,"2,900.17","2,857.98",2.87B,1.18%
2017年12月8日,2865.34 ,2843.20 ,"2,872.82","2,832.80",2.54B,0.58%
2017年12月7日,2848.89 ,2868.20 ,"2,875.74","2,828.23",2.79B,-0.93%
2017年12月6日,2875.73 ,2897.23 ,"2,897.23","2,845.13",3.17B,-1.19%
2017年12月5日,2910.48 ,2852.82 ,"2,922.33","2,851.32",5.96B,1.72%
2017年12月4日,2861.36 ,2829.81 ,"2,868.29","2,823.94",2.69B,0.67%
2017年12月1日,2842.18 ,2861.90 ,"2,867.11","2,834.26",3.08B,-0.74%
2017年11月30日,2863.45 ,2878.53 ,"2,895.53","2,850.31",3.58B,-1.03%
2017年11月29日,2893.28 ,2905.33 ,"2,914.07","2,855.85",3.60B,-0.13%
2017年11月28日,2897.11 ,2900.08 ,"2,908.36","2,872.53",3.07B,-0.69%
2017年11月27日,2917.31 ,2928.36 ,"2,928.86","2,885.60",5.02B,-0.66%
2017年11月24日,2936.83 ,2934.45 ,"2,949.79","2,907.10",4.54B,-0.13%
2017年11月23日,2940.73 ,3003.78 ,"3,018.26","2,919.65",6.70B,-2.38%
2017年11月22日,3012.36 ,3001.95 ,"3,038.28","2,989.82",7.46B,0.84%
2017年11月21日,2987.17 ,2928.92 ,"3,012.89","2,927.61",6.36B,1.56%
2017年11月20日,2941.15 ,2916.74 ,"2,942.14","2,897.20",4.38B,0.08%
2017年11月17日,2938.80 ,2868.52 ,"2,940.77","2,867.59",6.85B,2.06%
2017年11月16日,2879.40 ,2840.36 ,"2,880.98","2,840.36",3.21B,1.03%
2017年11月15日,2850.05 ,2848.77 ,"2,864.37","2,839.46",3.30B,-0.40%
2017年11月14日,2861.42 ,2876.75 ,"2,882.79","2,853.78",3.60B,-0.42%
2017年11月13日,2873.51 ,2865.78 ,"2,885.70","2,865.72",4.85B,0.39%
2017年11月10日,2862.34 ,2828.12 ,"2,867.06","2,827.74",4.42B,1.04%
2017年11月9日,2832.96 ,2814.57 ,"2,834.51","2,809.96",3.27B,0.46%
2017年11月8日,2819.96 ,2818.67 ,"2,846.30","2,811.11",4.48B,-0.07%
2017年11月7日,2821.96 ,2794.19 ,"2,832.14","2,792.70",4.94B,1.07%
2017年11月6日,2792.22 ,2798.47 ,"2,798.47","2,776.95",3.33B,-0.29%
2017年11月3日,2800.47 ,2789.54 ,"2,803.31","2,770.12",3.89B,0.23%
2017年11月2日,2794.10 ,2788.11 ,"2,796.43","2,771.15",3.75B,0.17%
2017年11月1日,2789.40 ,2795.19 ,"2,816.30","2,782.06",4.62B,-0.15%
2017年10月31日,2793.71 ,2795.54 ,"2,797.79","2,785.16",3.24B,-0.55%
2017年10月30日,2809.11 ,2812.24 ,"2,822.59","2,780.05",4.80B,-0.18%
2017年10月27日,2814.27 ,2770.53 ,"2,815.42","2,769.43",4.03B,1.56%
2017年10月26日,2771.04 ,2760.06 ,"2,788.66","2,753.73",4.15B,0.69%
